escalation_batch_id,source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,unresolved_category,owner_status,owner_decision,owner_new,owner_note
"ESC-058","BATCH-113","53d380d51a2dd0af","53d380d51a2dd0af6219496303c3f4d71d3eb9127db5d189c4d766f04bdb4306","DISC-G2-A1-NN-L0011","g2/a1/nn|Sommer|idx:565|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Sommer|idx:565","lv","vasara","Sommer","","Suvi","Suvi","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv"
"ESC-058","BATCH-113","5a7892af89384f85","5a7892af89384f85202f61b787c728fc669ae681ab14bce07901bae29947794f","DISC-G2-A1-NN-L0014","g2/a1/nn|Sonntag|idx:568|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Sonntag|idx:568","lv","svētdiena","Sonntag","","Pühapäev","Pühapäev","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv"
"ESC-058","BATCH-113","47d225fa67876c1c","47d225fa67876c1c0cf759fd2a8f369b74d4f26ccf648ab409fd4d35c2c7a500","DISC-G2-A1-NN-L0015","g2/a1/nn|spät|idx:569|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","spät|idx:569","lv","vēls","spät","","Hiline","Hiline","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv"
"ESC-058","BATCH-174","a77e1ec5bdec89c1","a77e1ec5bdec89c1d6c0ba92a49a6536fc8eb9529acc5d2910e96c4c293f53a5","DISC-G2-A1-NN-L0016","g2/a1/nn|spazieren gehen|idx:570|lv|MISTRANSLATION|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","spazieren gehen|idx:570","lv","iet pastaigāties","spazieren gehen","","Gå bort","Gå bort","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","SEMANTIC_MEANING_REVIEW_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: SEMANTIC_MEANING_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=SEMANTIC_OR_MEANING_ERROR lang=nn field=lv"
"ESC-058","BATCH-114","82a9c2101f52ba1a","82a9c2101f52ba1ab5b5517505529b61a02f8aff75531c9b1cb2ff7485c9307f","DISC-G2-A1-NN-L0018","g2/a1/nn|spielen|idx:572|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","spielen|idx:572","lv","spēlēt","spielen","","Mangima","Mangima","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv"
"ESC-058","BATCH-114","8f7f99f0896887d5","8f7f99f0896887d5520553a7d8b00c87366f84bc3cfaa710d7eb35316ed9b0a4","DISC-G2-A1-NN-L0019","g2/a1/nn|Spielzeug|idx:573|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Spielzeug|idx:573","lv","rotaļlieta","Spielzeug","","Mänguasi","Mänguasi","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv"
"ESC-058","BATCH-112","234ebc9b17ea5463","234ebc9b17ea5463accda11139ef7fbe75a99cd7fe87358ea3001234379cbf05","DISC-G2-A1-NN-L0001","g2/a1/nn|sprechen|idx:5|lv, study.translation, study.explanation, study.examples|LANGUAGE_CONTAMINATION|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","sprechen|idx:5","lv, study.translation, study.explanation, study.examples","runāt","sprechen","","{""lv"":""Pratsom"",""study.translation"":""Pratsom"",""study.explanation"":""[\""Põhiidee: Käläma, vestlema või keeltämä.\"",\""The sprechen gejättättättä: å snakke või vestlema.\"",\""Sagelie descriptab: kjelt/vestlust.\"",\""Sprechen descriptab rääkimist või keele käustät.\""]"",""study.examples"":""[{\""de\"":\""Ich spreche Deutsch.\"",\""lv\"":\""Jeg snakker saxa keelt.\""},{\""de\"":\""Wir sprechen über die Arbeit.\"",\""lv\"":\""Me søleme töost.\""},{\""de\"":\""Sie spricht mit ihrer Lehrerin.\"",\""lv\"":\""Jeg snakker saxa keelt.\""}]""}","{""lv"":""Pratsom"",""study.translation"":""Pratsom"",""study.explanation"":""[\""Põhiidee: Käläma, vestlema või keeltämä.\"",\""The sprechen gejättättättä: å snakke või vestlema.\"",\""Sagelie descriptab: kjelt/vestlust.\"",\""Sprechen descriptab rääkimist või keele käustät.\""]"",""study.examples"":""[{\""de\"":\""Ich spreche Deutsch.\"",\""lv\"":\""Jeg snakker saxa keelt.\""},{\""de\"":\""Wir sprechen über die Arbeit.\"",\""lv\"":\""Me søleme töost.\""},{\""de\"":\""Sie spricht mit ihrer Lehrerin.\"",\""lv\"":\""Jeg snakker saxa keelt.\""}]""}","PASS","","LANGUAGE_CONTAMINATION","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","OWNER_REVIEW_REQUIRED: COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER. mapping=COMPOSITE_SCOPE_CAPTURED bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv, study.translation, study.explanation, study.examples composite scope does not isolate the reported field; an exact field-level decision is unsafe."
"ESC-058","BATCH-174","e66472fc63ba303a","e66472fc63ba303ae4f96c7359a9fe30e61a1a71518d769e86e0e17697d5b256","DISC-G2-A1-NN-L0018","g2/a1/nn|Staat|idx:697|lv|TRANSLATION_ERROR|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Staat|idx:697","lv","valsts","Staat","","Riik","Riik","PASS","","TRANSLATION_ERROR","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","SEMANTIC_MEANING_REVIEW_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: SEMANTIC_MEANING_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=SEMANTIC_OR_MEANING_ERROR lang=nn field=lv"
"ESC-058","BATCH-115","c3bc6531f115d9a7","c3bc6531f115d9a7450b0ce5f07056c909c271868b7ef97f7a3ed1ceeb7a5b50","DISC-G2-A1-NN-L0021","g2/a1/nn|stark|idx:575|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","stark|idx:575","lv","stiprs","stark","","Sterk","Sterk","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv"
"ESC-058","BATCH-113","685b0313de2dff7d","685b0313de2dff7df52379e46ab48dcea151330aa0c8622cfa06bd67e64a30a4","DISC-G2-A1-NN-L0001","g2/a1/nn|stehen|idx:576|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","stehen|idx:576","lv","stāvēt","stehen","","Seismisk","Seismisk","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv"
"ESC-058","BATCH-115","c67dcc6d7dd9cbba","c67dcc6d7dd9cbba8b7289c84ae69409e570fe566e42ca14145812f633c42d04","DISC-G2-A1-NN-L0022","g2/a1/nn|Stern|idx:577|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Stern|idx:577","lv","zvaigzne","Stern","","Täht","Täht","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv"
"ESC-058","BATCH-115","bf3213f0879b55c7","bf3213f0879b55c75fc2475045569aa2f9a5d0cfd2b9b3db509448e6f6f486f9","DISC-G2-A1-NN-L0023","g2/a1/nn|Straße|idx:578|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Straße|idx:578","lv","iela","Straße","","Gate","Gate","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv"
"ESC-058","BATCH-113","6ed4cae212106e84","6ed4cae212106e84361943b7089a4fb5cb8244845b66a07010a8fca894218c23","DISC-G2-A1-NN-L0024","g2/a1/nn|Straßenbahn|idx:579|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Straßenbahn|idx:579","lv","tramvajs","Straßenbahn","","Trikk","Trikk","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv"
"ESC-058","BATCH-114","9ba613a1246e0c7b","9ba613a1246e0c7bb138577294466dfc5bb70ae48b36e0ff650540ad3060cb98","DISC-G2-A1-NN-L0025","g2/a1/nn|Stück|idx:580|lv|WRONG_LANGUAGE|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Stück|idx:580","lv","gabals","Stück","","Tukk","Tukk","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv"
"ESC-058","BATCH-115","c460eac5fa54666e","c460eac5fa54666e275f0283deb45aa7a0bdaaadf6e70033f92a879b83bd8025","DISC-G2-A1-NN-L0001","g2/a1/nn|Student|idx:581|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Student|idx:581","lv","students","Student","","Üliõpilane","Üliõpilane","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv"
"ESC-058","BATCH-174","b5b5df3ca3a44970","b5b5df3ca3a44970482f8089489af926432d98a71563bdc0d9f27e4832d638bf","DISC-G2-A1-NN-L0002","g2/a1/nn|Stuhl|idx:582|lv|MISTRANSLATION|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Stuhl|idx:582","lv","krēsls","Stuhl","","Verktøy","Verktøy","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","SEMANTIC_MEANING_REVIEW_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: SEMANTIC_MEANING_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=SEMANTIC_OR_MEANING_ERROR lang=nn field=lv"
"ESC-058","BATCH-112","16eb7f160c60cdcd","16eb7f160c60cdcdb1a3b6e20f58402b8467cca0eaff52fd34e06ccb513ca605","DISC-G2-A1-NN-L0004","g2/a1/nn|suchen|idx:584|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","suchen|idx:584","lv","meklēt","suchen","","Otsima","Otsima","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv"
"ESC-058","BATCH-113","2a74e3ad534cee17","2a74e3ad534cee1747adb4ccdfd1b2ae16a55acacf254829076b9831073225f9","DISC-G2-A1-NN-L0005","g2/a1/nn|süß|idx:585|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","süß|idx:585","lv","salds","süß","","Magus","Magus","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv"
"ESC-058","BATCH-174","e57b14385c7418b6","e57b14385c7418b6ec7c2a573687c48881f01df363d24203853ba83c4421965f","DISC-G2-A1-NN-L0007","g2/a1/nn|Tante|idx:587|lv|MISTRANSLATION|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Tante|idx:587","lv","tante","Tante","","Taddy","Taddy","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","SEMANTIC_MEANING_REVIEW_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: SEMANTIC_MEANING_REVIEW_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=SEMANTIC_OR_MEANING_ERROR lang=nn field=lv"
"ESC-058","BATCH-114","9778906095a67eba","9778906095a67eba82fb1a4f763049ad0639c40a3610f8cb667fb3a8e7d08e4c","DISC-G2-A1-NN-L0008","g2/a1/nn|tanzen|idx:588|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","tanzen|idx:588","lv","dejot","tanzen","","Tantsima","Tantsima","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv"
"ESC-058","BATCH-113","2d9530bee95b71b1","2d9530bee95b71b1868eb21828a11cd7ae446feebaf3f5ddd59fb17b861a2fa2","DISC-G2-A1-NN-L0011","g2/a1/nn|Taxi|idx:591|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","nn","","crowdin-staging/g2/nn-a1.json","Taxi|idx:591","lv","taksometrs","Taxi","","Taxi","Taxi","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","PENDING","","","OWNER_REVIEW_REQUIRED: TARGET_LANGUAGE_REWRITE_REQUIRED. mapping=EXPLICIT_FIELD_ALIAS bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=nn field=lv"
