source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,unresolved_category,provenance_type
"BATCH-164","53eaae15ee89665a","53eaae15ee89665a2eadbbd12b187f0235700732301ac5865a9817bf397efce4","DISC-G2-A1-IS-L0022","g2/a1/is|Kartoffel|idx:334|lv|MEANING_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Kartoffel|idx:334","lv","kartupelis","Kartoffel","","Kart","Kart","PASS","","MEANING_MISMATCH","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""kartöfla""}","IS Kartoffel lv: garbage Kart→kartöfla for kartupelis potato. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-165","d9331c5486888d51","d9331c5486888d51b3cb4d20075ac1365e7390830a1fe1f9d9d20cac32449ba4","DISC-G2-A1-IS-L0023","g2/a1/is|Käse|idx:335|lv|MEANING_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Käse|idx:335","lv","siers","Käse","","Just","Just","PASS","","MEANING_MISMATCH","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""ostur""}","IS Käse lv: garbage Just→ostur for siers cheese. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-164","4e8f4ac67a0d0059","4e8f4ac67a0d005967ce088fa29fbbdea5aea4932728c46e6c8cfa1b7bbba206","DISC-G2-A1-IS-L0024","g2/a1/is|Katze|idx:336|lv|MEANING_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Katze|idx:336","lv","kaķis","Katze","","Kasse","Kasse","PASS","","MEANING_MISMATCH","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""köttur""}","IS Katze lv: garbage Kasse→köttur for kaķis cat. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-164","50b5c5c99520eca0","50b5c5c99520eca005c8fc9e43a741272ff4eaa191936513ef33e80880d1e040","DISC-G2-A1-IS-L0001","g2/a1/is|kaufen|idx:307|lv|MEANING_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","kaufen|idx:307","lv","pirkt","kaufen","","Ost","Ost","PASS","","MEANING_MISMATCH","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""kaupa""}","IS kaufen lv: garbage Ost→kaupa for pirkt buy. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-101","f6d77a61c4f4ea31","f6d77a61c4f4ea3106f53b2a0fed29d50a92cbf25abb9c31e4dfb8d3b9e72e5a","DISC-G2-A1-IS-L0003","g2/a1/is|kein|idx:308|lv, study|WRONG_LANGUAGE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","kein|idx:308","lv, study","neviens • nekāds","kein","","{""lv"":""Mitte ükski • Mitte mingi"",""study.translation"":""Mitte ükski • Mitte mingi"",""study.explanation"":""[\""Põhiidee: kein on eitav artikkel, mis eitab nimisõna — eesti keeles olenevalt kontekstist mitte ükski või mitte mingi.\"",\""Kein käändub sämää nagu ein (kein/keine/keinen...) ja seisab nimisõna ees.\"",\""Loendatavate nimsvädtega (inimestega) tõlgitakse kein säveli kui mitte ükski (kein Mensch = mitte ükski ükski).\"",\""Loendamatute või abstraktsete nimisvåndega tõlgitakse kein säsili kui mitte mingi/ei ole omässä (kein Geld = mitte maidin raha/ei ole raha).\"",\""Kein eitab tervet nimisňa, mitte tegusňa tegusňa (söddle sönaga nicht).\""]"",""study.examples"":""[{\""de\"":\""Ich habe kein Geld.\"",\""lv\"":\""Mul ei ole raha.\""},{\""de\"":\""Es gibt keine Milch mehr.\"",\""lv\"":\""Piima ei ole enam alle omse.\""},{\""de\"":\""Kein Mensch war da.\"",\""lv\"":\""Bare én person har ikke blitt forseglet.\""},{\""de\"":\""Ich habe keine Zeit.\"",\""lv\"":\""Mul ei ole aega.\""},{\""de\"":\""Das ist kein Problem.\"",\""lv\"":\""Se ei ole mingi problem.\""},{\""de\"":\""Wir haben keine Kinder.\"",\""lv\"":\""Meil ei ole lapsi.\""}]"",""study.tip"":""[\""kein neitir nafnorðið (kein + nafnorð), nicht neitir sagnaorðið eða setninguna.\"",\""kein beygist eins og ein: kein/keine/keinen/keiner.\""]"",""study.important"":""[\""kein + nafnorð = \\\""engar/engir X\\\"", ekki \\\""ekki ein X\\\"".\"",\""Rangt: Ich habe nicht ein Geld. → Rétt: Ich habe kein Geld.\""]""}","{""lv"":""Mitte ükski • Mitte mingi"",""study.translation"":""Mitte ükski • Mitte mingi"",""study.explanation"":""[\""Põhiidee: kein on eitav artikkel, mis eitab nimisõna — eesti keeles olenevalt kontekstist mitte ükski või mitte mingi.\"",\""Kein käändub sämää nagu ein (kein/keine/keinen...) ja seisab nimisõna ees.\"",\""Loendatavate nimsvädtega (inimestega) tõlgitakse kein säveli kui mitte ükski (kein Mensch = mitte ükski ükski).\"",\""Loendamatute või abstraktsete nimisvåndega tõlgitakse kein säsili kui mitte mingi/ei ole omässä (kein Geld = mitte maidin raha/ei ole raha).\"",\""Kein eitab tervet nimisňa, mitte tegusňa tegusňa (söddle sönaga nicht).\""]"",""study.examples"":""[{\""de\"":\""Ich habe kein Geld.\"",\""lv\"":\""Mul ei ole raha.\""},{\""de\"":\""Es gibt keine Milch mehr.\"",\""lv\"":\""Piima ei ole enam alle omse.\""},{\""de\"":\""Kein Mensch war da.\"",\""lv\"":\""Bare én person har ikke blitt forseglet.\""},{\""de\"":\""Ich habe keine Zeit.\"",\""lv\"":\""Mul ei ole aega.\""},{\""de\"":\""Das ist kein Problem.\"",\""lv\"":\""Se ei ole mingi problem.\""},{\""de\"":\""Wir haben keine Kinder.\"",\""lv\"":\""Meil ei ole lapsi.\""}]"",""study.tip"":""[\""kein neitir nafnorðið (kein + nafnorð), nicht neitir sagnaorðið eða setninguna.\"",\""kein beygist eins og ein: kein/keine/keinen/keiner.\""]"",""study.important"":""[\""kein + nafnorð = \\\""engar/engir X\\\"", ekki \\\""ekki ein X\\\"".\"",\""Rangt: Ich habe nicht ein Geld. → Rétt: Ich habe kein Geld.\""]""}","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","DECIDED","LABOT","{""lv"":""enginn • engin"",""study.translation"":""enginn • engin"",""study.explanation"":[""Meginhugsun: kein er neitunarartikel sem neitar nafnorð."",""kein beygist eins og ein: kein/keine/keinen/keiner."",""Með teljanlegum nafnorðum þýðir kein enginn (kein Mensch = enginn maður)."",""Með óteljanlegum nafnorðum þýðir kein engin/ekki neitt (kein Geld = engir peningar)."",""kein neitar nafnorðið; nicht neitar sögn eða setningu.""],""study.examples[0].lv"":""Ég á enga peninga."",""study.examples[1].lv"":""Það er ekki meiri mjólk."",""study.examples[2].lv"":""Enginn var þarna."",""study.examples[3].lv"":""Ég á engan tíma."",""study.examples[4].lv"":""Þetta er ekki vandamál."",""study.examples[5].lv"":""Við eigum engin börn."",""study.tip[0]"":""kein neitar nafnorðið (kein + nafnorð), nicht neitar sögn eða setninguna."",""study.tip[1]"":""kein beygist eins og ein: kein/keine/keinen/keiner."",""study.important[0]"":""kein + nafnorð = enginn/engin/ekkert, ekki *ekki einn X."",""study.important[1]"":""Rangt: Ich habe nicht ein Geld. → Rétt: Ich habe kein Geld.""}","IS kein composite: ET/NO Mitte ükski→enginn•engin throughout lv/study for neviens. DE untouched.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","INDIVIDUAL_LINGUISTIC"
"BATCH-100","db8f7e64df5c38f6","db8f7e64df5c38f6823728c1152383a2be0e7893471529b8259b19758cfe34db","DISC-G2-A1-IS-L0002","g2/a1/is|Keks|idx:309|lv|WRONG_LANGUAGE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Keks|idx:309","lv","cepums","Keks","","Informasjonskapsler","Informasjonskapsler","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""kex""}","IS Keks lv: NO Informasjonskapsler→kex for cepums cookie. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-100","eb094fbfa051f684","eb094fbfa051f6845e659800703fbea6e83b175c3dd1bdaa486e4abbaf1b9a2d","DISC-G2-A1-IS-L0004","g2/a1/is|kennen|idx:310|lv, study|WRONG_LANGUAGE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","kennen|idx:310","lv, study","pazīt","kennen","","{""lv"":""Tynning"",""study.translation"":""Tynning"",""study.explanation"":""[\""Hovedidé: Tynne mennesker, kohta või asja kupusese basert på.\"",\""Kennen gejättättää: personlig tundmine.\"",\""Sägeli säkelitab: köhti, köhti.\"",\""Kennen brukes når du er tunned, kohta või asja ipsutsikest kupusest.\""]"",""study.examples"":""[{\""de\"":\""Ich kenne ihn.\"",\""lv\"":\""Ma tun teda.\""},{\""de\"":\""Kennen Sie diese Frau?\"",\""lv\"":\""Hva kan du gjøre?\""},{\""de\"":\""Wo habt ihr euch kennengelernt?\"",\""lv\"":\""Hva er tsuktusite?\""},{\""de\"":\""Ich kenne ihn.\"",\""lv\"":\""Ma tun teda.\""},{\""de\"":\""kennen\"",\""lv\"":\""Hva er tunned linna?\""}]"",""study.comparison"":""[{\""word\"":\""kennen\"",\""meaning\"":\""Tundma (inimest, kohta, asja)\"",\""example\"":\""Ich kenne ihn. – Ma tun teda.\""},{\""word\"":\""wissen\"",\""meaning\"":\""Teadma (fakta, informasjon)\"",\""example\"":\""Ich weiß seinen Namen. – Ma tean tema nime.\""}]"",""study.tip"":""[\""kennen = þekkja\"",\""Notaðu kennen þegar samhengið passar við þessa merkingu.\""]"",""study.important"":""[\""kennen = þekkja mann/stað.\"",\""kennen = þekkja.\"",\""Þekkja mann, stað eða hlut af reynslu.\""]""}","{""lv"":""Tynning"",""study.translation"":""Tynning"",""study.explanation"":""[\""Hovedidé: Tynne mennesker, kohta või asja kupusese basert på.\"",\""Kennen gejättättää: personlig tundmine.\"",\""Sägeli säkelitab: köhti, köhti.\"",\""Kennen brukes når du er tunned, kohta või asja ipsutsikest kupusest.\""]"",""study.examples"":""[{\""de\"":\""Ich kenne ihn.\"",\""lv\"":\""Ma tun teda.\""},{\""de\"":\""Kennen Sie diese Frau?\"",\""lv\"":\""Hva kan du gjøre?\""},{\""de\"":\""Wo habt ihr euch kennengelernt?\"",\""lv\"":\""Hva er tsuktusite?\""},{\""de\"":\""Ich kenne ihn.\"",\""lv\"":\""Ma tun teda.\""},{\""de\"":\""kennen\"",\""lv\"":\""Hva er tunned linna?\""}]"",""study.comparison"":""[{\""word\"":\""kennen\"",\""meaning\"":\""Tundma (inimest, kohta, asja)\"",\""example\"":\""Ich kenne ihn. – Ma tun teda.\""},{\""word\"":\""wissen\"",\""meaning\"":\""Teadma (fakta, informasjon)\"",\""example\"":\""Ich weiß seinen Namen. – Ma tean tema nime.\""}]"",""study.tip"":""[\""kennen = þekkja\"",\""Notaðu kennen þegar samhengið passar við þessa merkingu.\""]"",""study.important"":""[\""kennen = þekkja mann/stað.\"",\""kennen = þekkja.\"",\""Þekkja mann, stað eða hlut af reynslu.\""]""}","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","DECIDED","LABOT","{""lv"":""þekkja"",""study.translation"":""þekkja"",""study.explanation"":[""Meginhugsun: kennen þýðir að þekkja mann, stað eða hlut af reynslu."",""Kennen notað um persónulega þekkingu: mann, stað, hlut."",""Kennen = þekkja af reynslu; wissen = vita upplýsingar."",""Kennen notað þegar þú þekkir einhvern eða eitthvað persónulega.""],""study.examples[0].lv"":""Ég þekki hann."",""study.examples[1].lv"":""Þekkir þú þessa konu?"",""study.examples[2].lv"":""Hvar hittust þið?"",""study.examples[3].lv"":""Ég þekki hann."",""study.examples[4].lv"":""Þekkir þú þessa borg?"",""study.comparison[0].meaning"":""þekkja (mann, stað, hlut)"",""study.comparison[0].example"":""Ich kenne ihn. – Ég þekki hann."",""study.comparison[1].meaning"":""vita (staðreynd)"",""study.comparison[1].example"":""Ich weiß seinen Namen. – Ég veit nafn hans."",""study.tip[0]"":""kennen = þekkja"",""study.tip[1]"":""Notaðu kennen þegar samhengið passar við þessa merkingu."",""study.important[0]"":""kennen = þekkja mann/stað."",""study.important[1]"":""kennen = þekkja."",""study.important[2]"":""Þekkja mann, stað eða hlut af reynslu.""}","IS kennen composite: NO Tynning/ET→þekkja throughout lv/study for pazīt know. DE untouched.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","INDIVIDUAL_LINGUISTIC"
"BATCH-098","4bba2c6d028cb566","4bba2c6d028cb56693c1fabbebf4e433c77825cc4777419e305bfb6e6ba1b074","DISC-G2-A1-IS-L0003","g2/a1/is|Kilogramm|idx:312|lv|WRONG_LANGUAGE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Kilogramm|idx:312","lv","kilograms","Kilogramm","","Kilogram","Kilogram","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""kílógramm""}","IS Kilogramm lv: EN Kilogram→kílógramm for kilograms. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-097","22719f86be243bba","22719f86be243bbae53436673c5fe03ea136ff82ea8e618daf11756647719420","DISC-G2-A1-IS-L0004","g2/a1/is|Kilometer|idx:313|lv|WRONG_LANGUAGE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Kilometer|idx:313","lv","kilometrs","Kilometer","","Kilometer","Kilometer","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""kílómetri""}","IS Kilometer lv: loan Kilometer→kílómetri for kilometrs. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-165","f06141233e740a0c","f06141233e740a0cd122a5cdd886074aefdc1b2ba70149c765b128351da1b56d","DISC-G2-A1-IS-L0005","g2/a1/is|Kind|idx:314|lv|MEANING_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Kind|idx:314","lv","bērns","Kind","","Runder","Runder","PASS","","MEANING_MISMATCH","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""barn""}","IS Kind lv: NO Runder→barn for bērns child. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-165","cc35c7903a54520b","cc35c7903a54520be74db45758c0a307f731687f4dcadf08ec3609039c0609e5","DISC-G2-A1-IS-L0006","g2/a1/is|Kindergarten|idx:315|lv|MEANING_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Kindergarten|idx:315","lv","bērnudārzs","Kindergarten","","Siste ed","Siste ed","PASS","","MEANING_MISMATCH","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""leikskóli""}","IS Kindergarten lv: NO Siste ed→leikskóli for bērnudārzs preschool. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-100","d3848a778fc72bf6","d3848a778fc72bf65a5657177ae54edee196ea581e2d199c9d3e1ea82303a230","DISC-G2-A1-IS-L0007","g2/a1/is|Kirche|idx:316|lv|WRONG_LANGUAGE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Kirche|idx:316","lv","baznīca","Kirche","","Kirke","Kirke","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","MEDIUM","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""kirkja""}","IS Kirche lv: NO Kirke→kirkja for baznīca church. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-098","627c035bfaf6c38c","627c035bfaf6c38cb371ee2a41bf07deb2aad3306d0f64f7792db653d77c74c3","DISC-G2-A1-IS-L0001","g2/a1/is|Kleid|idx:337|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Kleid|idx:337","lv","kleita","Kleid","","Kleit","Kleit","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""kjóll""}","IS Kleid lv: ET Kleit→kjóll for kleita dress. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-099","8f9882f597cb9a99","8f9882f597cb9a99e7590b7291c130305e885c60a6b2ec9598542e78c1fc2abc","DISC-G2-A1-IS-L0002","g2/a1/is|Kleidung|idx:338|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Kleidung|idx:338","lv","apģērbs","Kleidung","","Riietus","Riietus","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""fatnaður""}","IS Kleidung lv: ET Riietus→fatnaður for apģērbs clothing. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
