source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,unresolved_category,provenance_type
"BATCH-101","f6abeec334fb4b86","f6abeec334fb4b86d4d82c222941405ce2eeeadec358fcc691f4c7f0b8e34647","DISC-G2-A1-IS-L0013","g2/a1/is|versuchen|idx:622|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","versuchen|idx:622","lv","mēģināt","versuchen","","Üritama","Üritama","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""reyna""}","IS versuchen lv: ET Üritama→reyna for mēģināt try/attempt. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-101","ff587a40aa653784","ff587a40aa653784e23a827bed9c11fdf4f309b4b8c082ade420b41d9ea87c2b","DISC-G2-A1-IS-L0014","g2/a1/is|viel|idx:623|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","viel|idx:623","lv","daudz","viel","","Palju","Palju","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""mikið""}","IS viel lv: ET Palju→mikið for daudz much/many. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-098","75e4ac72cefec941","75e4ac72cefec94189be825042bef49a8b9b513b44a9aa9563d7b1a73be15f14","DISC-G2-A1-IS-L0015","g2/a1/is|vielleicht|idx:624|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","vielleicht|idx:624","lv","varbūt","vielleicht","","Kanskje","Kanskje","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""kannski""}","IS vielleicht lv: NO Kanskje→kannski for varbūt perhaps. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-098","67405d22891a335a","67405d22891a335a68f3657affa39b4feff4311e16d92a282dd9701618431d34","DISC-G2-A1-IS-L0017","g2/a1/is|vierhundert|idx:626|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","vierhundert|idx:626","lv","četrsimt","vierhundert","","Nelisada","Nelisada","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""fjögur hundruð""}","IS vierhundert lv: ET Nelisada→fjögur hundruð for četrsimt four hundred. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-099","aec987dd5dd8abad","aec987dd5dd8abad0b9eb4f9006421f2924982d666ca6b67864daadc4c4d5fec","DISC-G2-A1-IS-L0018","g2/a1/is|vierte|idx:627|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","vierte|idx:627","lv","ceturtais","vierte","","Neljas","Neljas","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""fjórði""}","IS vierte lv: ET Neljas→fjórði for ceturtais fourth. DE untouched.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-163","22df7bacf3cfe959","22df7bacf3cfe9599f752460b7cb33dff47eeeded4a132db5c8ca7ae2028790a","DISC-G2-A1-IS-L0019","g2/a1/is|vierzehn|idx:628|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","vierzehn|idx:628","lv","četrpadsmit","vierzehn","","Neliteist","Neliteist","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""fjórtán""}","IS vierzehn lv: garbage Neliteist→fjórtán for četrpadsmit fourteen. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-164","60de20281f24258f","60de20281f24258ff8382ba2b03189a685b2dd1b82dae9e7b1cb44cdf1c9659f","DISC-G2-A1-IS-L0020","g2/a1/is|vierzehnte|idx:629|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","vierzehnte|idx:629","lv","četrpadsmitais","vierzehnte","","Nittende","Nittende","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""fjórtándi""}","IS vierzehnte lv: garbage Nittende→fjórtándi for četrpadsmitais fourteenth. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-164","5ce904489c97797f","5ce904489c97797f1e06e912b453bdd90e7cc1af878ae57fb51099968107dfc5","DISC-G2-A1-IS-L0021","g2/a1/is|vierzigste|idx:631|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","vierzigste|idx:631","lv","četrdesmitais","vierzigste","","Neljagyümce","Neljagyümce","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""fertugasti""}","IS vierzigste lv: garbage Neljagyümce→fertugasti for četrdesmitais fortieth. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-165","f813f8a06337b83e","f813f8a06337b83e23951c125b76350013efe42a2c58bbdfe71e6cdfcf7df78f","DISC-G2-A1-IS-L0022","g2/a1/is|Vogel|idx:632|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Vogel|idx:632","lv","putns","Vogel","","Linden","Linden","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""fugl""}","IS Vogel lv: garbage Linden→fugl for putns bird. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-164","42cd6a2de134488d","42cd6a2de134488d5afc0852de17b89c4804053d1894db2f13d3239e7f0127b7","DISC-G2-A1-IS-L0023","g2/a1/is|voll|idx:633|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","voll|idx:633","lv","pilns","voll","","Shit","Shit","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","{""lv"":""fullur""}","IS voll lv: garbage Shit→fullur for pilns full. DE untouched.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
